"","Nodeid","sackin","colless","Variance","I2","B1","B2","avgLadder","ILnumber","pitchforks","maxHeight","MaxWidth","DelW","Stairs1","Stairs2","Cherries","BS","descinm","getstattest","skewness","kurtosis","MeanPairwiseDist","MaxPairwiseDist","diameter","WienerIndex","betweenness","closeness","eigenvector"
"17",15865,1.56365697905524,0.890081665000673,0.00186947474376988,6.76190476190476,5.09285714285714,6.22513605897048,0.3,0.6,0.5,0.727272727272727,4,2,0.727272727272727,0.515335169880624,3,10.3485608322183,0.661359334365731,1.45799536773764,1.20192695256684,3.60213679126988,0.0230214021976389,0.1342457534,9,1102,151,0.0158730158730159,0.41249163821036
"18",15901,1.45464772367745,0.758946638440411,0.00420140195002369,5.16666666666667,4.45,5.25018721073665,0.25,0.5,0.3,0.777777777777778,4,2,0.666666666666667,0.544753086419753,3,7.99038946618925,1.3594113017343,1.09620484876658,0.68264535283704,1.68343674024388,0.034465676747,0.2082202744,8,660,101,0.0222222222222222,0.449694630101992
"19",15944,1.37120688932536,0.697631575270798,0.0134456296865602,6.15,5.59285714285714,6.23229017425149,0.3,0.4,0.25,0.727272727272727,4,2,0.636363636363636,0.552380952380952,4,10.0943733246748,1.03374763166292,1.45799536773764,0.986645185394404,2.16718799186245,0.0600646922647222,0.342465754,10,1158,147,0.0149253731343284,0.422817762680435
"20",15984,1.54679608384557,0.928077650307344,0.0379099399786692,6,2.45,4.12165533694842,1,1,0.375,1,2,1,0.857142857142857,0.370408163265306,1,6.68963387545787,2.38289392506364,2.63752566923593,1.78885438199983,4.2,0.0842892209234375,0.6191780822,8,378,55,0.0285714285714286,0.436770287997721
"21",15987,1.19463770933274,0.573696075103291,0.00934754263205941,15.4636363636364,13.1289682539683,14.3557057705306,0.0865384615384615,0.461538461538462,0.428571428571429,0.407407407407407,10,4,0.703703703703704,0.556216931216931,8,25.1729326204006,-0.780306749775233,4.35662050080899,1.58256415954618,4.35911335655751,0.0532779057011862,0.41369589045,16,10830,915,0.00398406374501992,0.346916534255318
"22",16028,1.48627050027914,0.790569415042095,0.00932829894359354,5,4.45,4.16542263114282,0.25,0.5,0.3,0.777777777777778,4,2,0.666666666666667,0.548456790123457,3,15.0385177644961,1.3594113017343,1.91301035405687,1.98078138202753,5.36297496172759,0.0517533150691,0.29314958906,8,666,95,0.0212765957446809,0.420315005019332
"23",16081,1.96418550329597,1.46659184246099,0.0445604966267671,14.6666666666667,4.75156232656233,9.08832621236824,0.40625,0.875,0.333333333333333,0.882352941176471,4,2,0.882352941176471,0.291830252600149,2,16.2563833725173,1.9890397620876,5.30202960641278,2.12003477497257,5.9328414806472,0.111999064781883,0.7424657535,16,3868,313,0.00641025641025641,0.380904572349198
"24",16099,1.45840773619725,0.751300955010707,0.0462332187874035,4.33333333333333,3.28333333333333,4.140188427435,0.5,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.525170068027211,2,6.44355347840641,1.72582983833265,1.70033380707088,0.552332482028583,1.8930862639192,0.09507712331875,0.5589035617,7,358,63,0.032258064516129,0.486131929592454
"25",16164,2.08573899127868,1.62224143766119,0.02718277092445,21.0031321335669,11.5477396571437,16.1872895476352,0.103448275862069,0.586206896551724,0.483870967741935,0.666666666666667,4,2,0.766666666666667,0.40587320531996,7,24.0293897415544,-0.0521010454825672,7.38876453275935,1.89436739732534,5.88630607565116,0.0655482245274714,0.87945230139,21,15736,1025,0.00282485875706215,0.302949543585716
"26",16235,1.44444444444444,0.777777777777778,0.0031690419388229,5.66666666666667,3.45,4.75029279875166,0.571428571428571,0.714285714285714,0.333333333333333,0.875,4,2,0.75,0.467708333333333,2,6.88556963547099,1.83802974668943,2.22684700773998,2.04124145231931,5.16666666666667,0.0300355555901235,0.161643836,8,526,71,0.0232558139534884,0.413871046495769
"27",16261,1.11281051487259,0.342403235345411,0.0130320011287094,6.20606060606061,9.45,8.7509646433259,0.133333333333333,0.333333333333333,0.352941176470588,0.375,8,2,0.5,0.710376602564103,6,14.9416039463169,-0.249067107179885,2.08006444774195,0.782843923032547,2.10653967614464,0.061070243150519,0.4602736983,10,2812,327,0.00934579439252336,0.394527546044453
"28",16284,1.82861213436939,1.28428108041757,0.0547612825099,15.2338680926916,9.84680042180042,12.0470166435796,0.136363636363636,0.545454545454545,0.375,0.608695652173913,6,2,0.739130434782609,0.459468241419701,6,21.5851293102674,-0.25516982505597,3.5015057137919,1.56563615538799,4.18588326303797,0.105469891548021,0.9369863018,15,6898,623,0.0053475935828877,0.356761692872885
"29",16331,1.14904851942814,0.265165042944955,0.0294925341183428,1.16666666666667,4.83333333333333,3.81829676658531,0,0,0,0.571428571428571,4,2,0.285714285714286,0.833333333333333,4,8.82876726811394,-0.00763243870803018,-1.19957419124569,-0.218249563896474,1.45852539097746,0.0873287671296875,0.5424657535,6,356,61,0.032258064516129,0.479284456073376
"30",16341,1.28163104090062,0.486135912065751,0.00900188271363526,4.2,3.58333333333333,4.01301507248364,0.333333333333333,0.666666666666667,0.75,0.714285714285714,4,2,0.714285714285714,0.603741496598639,2,7.8226679928409,1.21161283566824,0.763141944905827,1.15003012977681,2.70621971734602,0.0497860916277344,0.28767260275,7,366,59,0.0303030303030303,0.454213803677494
"31",16355,1.30627065476271,0.665941902428048,0.011559647870969,14.3419080919081,14.2698773448773,14.9212222397209,0.111111111111111,0.407407407407407,0.517241379310345,0.428571428571429,14,6,0.642857142857143,0.602882435025292,9,25.5791350879393,-1.16272570759753,4.94906626276609,1.38202652260858,3.34533596051284,0.0602543680285375,0.3753421917,15,11160,905,0.00401606425702811,0.357838888962972
"32",16401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",16422,1.18518518518519,0.37037037037037,0.014830193101232,3.76190476190476,4.58333333333333,4.41833396249645,0,0.428571428571429,0.666666666666667,0.625,4,2,0.625,0.670833333333333,3,9.34772007677547,0.679101164609755,0.490030400031917,0.949735088522548,1.90642985650963,0.0629123308106173,0.40821964387,8,528,79,0.0238095238095238,0.480236518638978
