"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"42",16492,17,15,1.10164859625455,0.275412149063639,0.0203577850374551,4.42564102564103,8.91666666666667,7.70336500498791,0,0.230769230769231,0.6,0.357142857142857,8,2,0.5,0.777210884353742,6,13.1279693188687,-0.450437007394093,1.0002239054151,0.34371102835326,1.66357288601011,0.0699175330289193,0.56986301369863,8,1928,249,0.0120481927710843,0.404433874211221
"43",16494,9,9,1.14814814814815,0.259259259259259,0.0402944394417297,3.14285714285714,4.58333333333333,4.32366284566577,0.428571428571429,0.428571428571429,0.333333333333333,0.625,6,2,0.5,0.735416666666667,3,9.65349613941784,0.527401948027187,-0.730709638762374,-0.0580685128546728,1.27124196956659,0.0993061796042618,0.616436712328767,8,542,71,0.0222222222222222,0.388145903337921
"44",16549,13,13,1.38675049056307,0.661373310883927,0.00991131361852311,6.55,6.28333333333333,6.69505117547171,0.181818181818182,0.454545454545455,0.461538461538462,0.583333333333333,4,2,0.583333333333333,0.6,4,11.4556461190551,0.209915113839339,-0.147953680157592,0.921921141026981,2.27639201344375,0.0534651370673584,0.353425178082192,8,1338,189,0.0149253731343284,0.427654025308153
"45",16564,19,19,1.52138855093109,0.869364886246339,0.022390587196942,11.8666666666667,7.66785714285714,8.8492403645366,0.176470588235294,0.647058823529412,0.473684210526316,0.5,6,2,0.722222222222222,0.490767973856209,4,22.3914042891935,1.44990583916538,5.55921927604617,2.35518507850686,7.17903066917439,0.0739043430349486,0.701370520547945,14,4132,375,0.0065359477124183,0.357403207835702
"46",16590,35,11,1.2334555005454,0.465972077983817,0.00815469523558573,5.92063492063492,5.11666666666667,5.7631915953404,0.277777777777778,0.555555555555556,0.545454545454545,0.6,4,2,0.7,0.593888888888889,3,8.84344853444344,1.43336509084337,2.43954794712423,1.82018239840711,4.93093334694254,0.0457826514208083,0.320546575342466,9,914,127,0.0175438596491228,0.422226499837172
"47",16594,9,9,1.14814814814815,0.333333333333333,0.00535018035487167,3.92857142857143,4.58333333333333,4.67934590495369,0.285714285714286,0.428571428571429,0.666666666666667,0.625,6,2,0.625,0.666666666666667,3,7.63035085935326,0.625803742281473,0.490030400031917,-0.04495944201137,1.46611564718771,0.0349061390157281,0.249315068493151,8,526,81,0.024390243902439,0.4502252197641
"48",16624,23,22,1.57962348936202,0.978785106905303,0.023561621976096,13.5393665158371,9.34563492063492,11.317002469571,0.1375,0.6,0.409090909090909,0.523809523809524,8,2,0.714285714285714,0.49593030194534,5,18.9953495736999,0.513450859307599,3.88280408121191,2.0544947840871,7.00942520700949,0.0765368565606249,0.693149808219178,12,5530,557,0.0062111801242236,0.38137843007363
"49",16651,9,9,1.25925925925926,0.37037037037037,0.00712786032492859,3,4.58333333333333,4.36532596521328,0.285714285714286,0.428571428571429,0.333333333333333,0.625,6,2,0.375,0.744791666666667,3,9.75905418409092,1.23191674448545,1.35843870388595,1.54600549017618,3.97656251440028,0.0420090444782682,0.213697534246575,7,500,77,0.0256410256410256,0.442515643034642
"50",16672,17,17,1.32681253696347,0.642006066272646,0.0722445077491672,8.98701298701299,8.05119047619048,8.41166919123056,0.266666666666667,0.466666666666667,0.529411764705882,0.5625,8,2,0.6875,0.57510016025641,5,15.5443900018708,-0.113480280722825,1.30381294947121,0.81522608815076,2.0730906908167,0.108129106508034,0.947944383561644,11,2802,327,0.00925925925925926,0.412060994524986
"51",16695,9,9,1.22222222222222,0.407407407407407,0.00862789725041179,2.31428571428571,5.08333333333333,4.12015136668113,0,0.142857142857143,0,0.625,4,2,0.375,0.741964285714286,4,11.2189830125662,0.688947971095604,0.490030400031917,0.0901207583104579,1.41514631234791,0.0483681380010147,0.263015068493151,7,506,75,0.025,0.436452824664569
"52",16703,28,28,1.15414151579603,0.492703688029885,0.00184493202046439,13.918315018315,13.9511904761905,13.2089841130268,0.115384615384615,0.384615384615385,0.428571428571429,0.333333333333333,12,6,0.666666666666667,0.602600878908068,9,32.8289675131194,-1.54546553154612,3.39745920558229,1.55671393817041,4.5578498877429,0.0239025952963377,0.145207397260274,15,10290,959,0.00434782608695652,0.373735700751322
"53",16746,10,10,1.51789327688082,0.822192191643779,0.0086938659296719,6.2,3.95,5.05125465589523,0.3125,0.75,0.6,0.777777777777778,4,2,0.777777777777778,0.495811287477954,2,9.54545849915255,1.91222688160999,2.72981585934716,1.91182255232773,5.06008679456835,0.050164514520548,0.279452876712329,8,672,107,0.0222222222222222,0.461481639167573
"54",16778,160,8,1.10485434560398,0.220970869120796,0.0802353884568331,2.66666666666667,4.33333333333333,4.07011607474954,0,0.333333333333333,0.75,0.571428571428571,6,2,0.571428571428571,0.752380952380952,3,6.516704973417,0.663451054804003,-0.276824813364389,-0.320679441457555,1.32412897598278,0.105821959760274,0.843836,7,374,63,0.0303030303030303,0.479599805230788
"55",16779,86,79,1.19059934832172,0.749109159350745,0.024729612714079,37.1971571843615,42.1740763321646,40.0091406129745,0.025974025974026,0.272727272727273,0.379746835443038,0.230769230769231,16,6,0.602564102564103,0.604487074584424,29,72.0187436143085,-5.98857090955214,13.7725181370306,1.70308374595184,4.92346264934392,0.0709273870230666,1.32328805479452,25,136072,7061,0.000898472596585804,0.320143851629072
"56",16803,10,10,1.1700427342623,0.284604989415154,0.0244318010323783,2.75,5.58333333333333,4.99780446251785,0.25,0.25,0.3,0.555555555555556,6,2,0.333333333333333,0.787037037037037,4,9.70019116870997,0.701473509252882,-0.583219903084421,0.305353493421802,1.35777604161953,0.0834519830136986,0.435615890410959,7,670,105,0.0222222222222222,0.444980490660446
"57",16864,74,60,1.36415080083083,0.890786169627706,0.00639337017564819,37.7005424651976,25.0168151293151,31.5176318223284,0.0591133004926108,0.517241379310345,0.45,0.288135593220339,12,4,0.711864406779661,0.478989365850312,15,47.4439204240165,-1.49724924494416,14.8748593676249,2.30366814558918,7.42480272645485,0.0431613056544901,0.391780273972603,32,88780,4181,0.00100908173562059,0.324293319781216
"58",16865,54,54,1.46162968190766,0.932418935010057,0.011013382212924,25.6791997512494,27.2360861360861,25.2073775923531,0.0461538461538461,0.346153846153846,0.388888888888889,0.30188679245283,10,4,0.566037735849057,0.605079657492912,18,64.1346202031989,-3.25737660181453,9.70622375281364,2.04909585495215,6.0612160944668,0.058541484572599,0.476711506849315,18,55752,3729,0.0015600624024961,0.273650089733338
"59",16954,98,90,1.44176437024714,1.0248122046842,0.0120760680918235,50.0983720463134,41.430381717177,45.9210317643431,0.0454545454545455,0.409090909090909,0.366666666666667,0.325842696629214,14,6,0.651685393258427,0.535635513965513,27,82.1874418861432,-6.24592478038416,16.4076409508784,1.57626920438375,4.37757135855726,0.062215987860646,0.490410410958904,34,210362,10537,0.000698812019566737,0.246604181800711
"60",17053,41,13,1.1307350153822,0.277350098112615,0.0249547344533482,5.29090909090909,6.66666666666667,6.378094995831,0.181818181818182,0.454545454545455,0.461538461538462,0.416666666666667,6,2,0.583333333333333,0.699206349206349,4,13.3460702103034,0.20549921654172,1.28555768438923,0.883533938869788,2.2550718978005,0.0832618205398395,0.602740273972603,10,1482,179,0.0123456790123457,0.383703570880927
"61",17055,28,28,1.22838453727999,0.580445440692742,0.00944781115747453,15.684985014985,13.0884920634921,12.0985164666939,0.0961538461538462,0.461538461538462,0.428571428571429,0.37037037037037,10,4,0.703703703703704,0.556952169915133,8,39.2677816563534,-0.897135429072031,4.49040176288357,1.68600173173546,4.35895221189932,0.0512194096589321,0.421917808219178,17,10708,839,0.00390625,0.330413160244943
"62",17093,10,10,1.54951605348251,0.91706052144883,0.0209577916057997,6.66666666666667,3.59285714285714,4.6639251180752,0.375,0.75,0.3,0.888888888888889,4,2,0.777777777777778,0.428086419753086,2,11.7654999824968,1.91222688160999,1.91301035405687,1.35038201969754,3.52566586628341,0.0780000328767123,0.468493150684931,9,702,89,0.0196078431372549,0.408246977824554
"63",17117,22,21,1.52752523165195,0.904045545263397,0.00665154717120099,10.2206462268382,10.2623015873016,10.953721720898,0.12280701754386,0.368421052631579,0.285714285714286,0.55,8,2,0.6,0.58335170741711,7,17.4272872868772,0.0615811547093568,2.26925312694439,0.493558489542062,1.49260908497233,0.044270618333178,0.271234246575343,13,4878,503,0.00671140939597315,0.386620717799255
"64",17159,14,14,1.25994585473,0.534522483824849,0.00606201227820447,6.92857142857143,6.78333333333333,6.91912230377555,0.166666666666667,0.5,0.428571428571429,0.538461538461538,6,2,0.615384615384615,0.59957264957265,4,14.4049403508817,0.754745672051065,1.83178222135455,0.97268727894464,2.37111810628174,0.0400755591277607,0.293150684931507,11,1812,215,0.0113636363636364,0.405533232583113
"65",17185,115,115,1.13603411856059,0.704649285531159,0.0152877444752872,63.265380731206,54.364166797255,56.0289847938468,0.023598820058997,0.398230088495575,0.339130434782609,0.166666666666667,26,8,0.657894736842105,0.546537542031909,35,121.673204328173,-9.51012309167668,18.6979733951619,1.74887715640718,5.01350376081991,0.067673863510889,0.575341917808219,31,372066,16887,0.000499750124937531,0.295588322310627
"66",17320,48,48,1.3651928240213,0.811898816047911,0.00545199081242925,20.8522735262673,26.0468004218004,24.9088136477205,0.0434782608695652,0.304347826086957,0.5,0.297872340425532,14,4,0.574468085106383,0.649930706776466,17,41.0511395781898,-3.62675315664637,6.57737521059088,1.64641584572781,4.23916678078147,0.0376309358352359,0.476712328767123,15,35260,2805,0.00223713646532438,0.325342589132447
"67",17369,39,21,1.45478593490662,0.810523592305115,0.0111373200749515,12.4095238095238,8.84563492063492,11.0614574410393,0.157894736842105,0.578947368421053,0.428571428571429,0.55,6,2,0.75,0.51285742035742,5,15.9998880996861,1.17431470865874,5.84802687702482,2.75144365576866,9.30044741563328,0.0516387940235455,0.331510410958904,15,5504,447,0.00531914893617021,0.305613556001649
"68",17372,19,18,1.92490179323005,1.37492985230718,0.0125592623245328,12.7333333333333,5.93654401154401,9.3686377427094,0.229166666666667,0.75,0.333333333333333,0.764705882352941,4,2,0.823529411764706,0.378188175722778,3,14.9345550521721,1.80825641592372,5.73666371154648,2.5102536276158,7.84973398035364,0.0497129883307966,0.482191780821918,14,3586,369,0.00746268656716418,0.380888311181965
"69",17418,9,8,1.14904851942814,0.265165042944955,0.0425595020251548,4,3.66666666666667,3.85954346885741,0.333333333333333,0.666666666666667,0.75,0.571428571428571,4,2,0.571428571428571,0.666666666666667,2,8.45361428379992,1.21161283566824,0.763141944905827,0.859685472924865,2.15865160884972,0.100256836472603,0.457533424657534,8,396,53,0.0263157894736842,0.392212163413346
"70",17426,46,12,1.27498184446042,0.553294007973391,0.00289026269855244,5.76666666666667,5.95,6.34617671149644,0.2,0.4,0.5,0.636363636363636,4,2,0.636363636363636,0.602272727272727,4,8.9746722501133,1.02963772088831,2.20177746486465,0.422600484816107,1.20241495847969,0.0281581028348554,0.150683287671233,10,1150,145,0.0151515151515152,0.436398601838056
"71",17427,42,42,1.3483173675259,0.804581753373765,0.00622543592161948,16.8545099379465,23.0468004218004,19.6689798967936,0.05,0.25,0.357142857142857,0.341463414634146,10,4,0.536585365853659,0.650952592930004,16,49.8270470199688,-2.89831827189591,6.57940465979544,1.63036633526916,4.25286028915955,0.042551210980648,0.361642739726028,19,28754,1929,0.0022271714922049,0.316138277074764
"72",17474,10,10,1.32815661727072,0.569209978830308,0.0252040069230416,6.14285714285714,4.11666666666667,4.64833299602209,0.3125,0.75,0.6,0.666666666666667,4,2,0.777777777777778,0.53641975308642,2,11.8000661450283,1.94127063105586,2.72981585934716,1.39837250709358,3.41896540521991,0.0853696493150685,0.484929863013699,9,708,95,0.0196078431372549,0.415405249386267
"73",17499,13,8,1.28163104090062,0.486135912065751,0.021469432431724,2.93333333333333,4.08333333333333,4.11371906875992,0,0.333333333333333,0.375,0.714285714285714,4,2,0.571428571428571,0.672789115646259,3,6.9728183660215,0.513603833924695,-0.174049917259224,0.624617093892703,2.02405196507448,0.0728167294520548,0.443835342465753,6,350,63,0.0333333333333333,0.485873762946819
"74",17517,82,9,1.55555555555556,0.888888888888889,0.0842955266160401,5.33333333333333,3.45,4.24553108503591,0.571428571428571,0.714285714285714,0.333333333333333,0.875,4,2,0.75,0.47514880952381,2,9.39815415992692,1.90488942779865,2.05627488732694,1.47370560043988,3.93089225419298,0.130830529342128,0.86301397260274,8,508,79,0.025,0.460413067980306
"75",17519,77,30,1.27801930084539,0.669438681395203,0.050096286446817,15.5024441445494,14.8789682539683,15.3050899428201,0.0833333333333333,0.428571428571429,0.5,0.379310344827586,8,4,0.620689655172414,0.591665690165375,9,25.2593242876361,-1.37272643170535,3.711713774881,1.70939226932336,4.76776343803417,0.0998934015464231,1.08767287671233,16,12516,955,0.0036101083032491,0.319868068976666
"76",17525,27,19,1.19537671858872,0.495055004668054,0.0572112767202984,8.27124183006536,10.1761904761905,9.47245921047072,0.117647058823529,0.294117647058824,0.473684210526316,0.444444444444444,10,4,0.611111111111111,0.642857496533967,7,17.6271170115358,-1.15542582955183,-0.0121600001332953,2.04509964401856,7.18915318114842,0.128957044738739,0.873974520547945,12,3710,395,0.0078125,0.380232262735974
